"Table 1a: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,PERSONS,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01010826,,760,,4,11,10,4,6,11,11,7,11,6,10,7,14,7,12,6,7,15,13,11,5,9,6,10,9,7,3,6,6,8,5,6,7,4,4,11,3,9,9,14,9,5,11,10,16,11,13,14,14,9,18,18,15,8,6,18,14,1,14,15,13,8,20,18,19,10,8,8,6,7,15,1,11,10,5,8,3,1,0,2,2,4,4,2,2,3,1,1,2,1,2
S01010827,,605,,7,5,8,5,4,2,5,3,7,7,7,9,8,10,9,12,5,12,7,9,10,5,7,6,2,4,6,9,1,7,4,5,4,6,3,4,11,9,9,10,6,7,11,8,13,9,12,12,20,10,14,6,10,17,22,12,8,11,15,14,8,6,3,11,10,11,6,5,6,6,3,4,5,4,1,2,2,2,0,0,2,3,0,1,1,1,0,0,0,2,0
S01010828,,"1,224",,8,10,15,10,12,12,15,16,16,20,21,21,25,28,23,17,22,25,15,25,16,17,13,14,13,6,6,7,6,6,4,7,12,7,7,7,11,17,17,27,26,30,27,30,25,26,27,21,22,43,28,26,21,23,21,17,19,24,20,17,17,7,12,15,11,12,7,9,7,7,3,2,8,3,3,5,1,5,2,1,5,2,2,1,3,0,0,1,0,1,3
S01010829,,896,,12,11,6,3,4,5,3,6,2,9,4,7,6,4,4,4,9,10,4,9,8,9,13,9,11,7,12,12,5,11,8,9,10,6,8,10,14,8,10,9,10,13,11,8,13,14,10,10,20,18,18,19,17,19,16,17,13,22,17,15,17,18,18,15,23,18,21,13,18,16,7,7,6,8,4,12,8,7,7,7,6,1,5,5,2,4,1,1,1,2,7
S01010830,,549,,6,5,4,0,5,2,5,8,2,4,6,8,5,7,9,4,8,11,6,8,10,7,7,16,1,10,3,9,1,4,7,7,4,5,3,3,5,5,2,8,6,7,4,7,8,15,13,8,6,13,12,11,15,12,7,12,14,7,7,6,8,4,8,3,11,4,6,9,6,5,6,8,5,10,3,2,2,5,6,2,2,0,2,3,1,1,2,1,2,0,2
S01010831,,592,,7,10,6,8,4,11,13,14,10,10,9,13,11,10,14,14,13,5,17,7,8,7,2,4,2,1,3,0,1,1,3,5,9,11,7,2,7,6,9,11,21,12,11,20,29,23,16,16,17,22,9,10,3,5,10,4,3,4,7,8,5,3,1,2,2,2,4,3,2,2,1,4,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
S01010832,,709,,7,5,12,6,7,3,8,7,5,7,4,7,6,8,10,11,12,12,7,15,12,6,13,12,8,12,9,8,5,12,10,8,10,14,8,6,9,9,12,7,10,11,9,14,11,13,12,12,19,18,17,15,19,10,12,12,12,13,13,4,9,11,10,7,5,5,5,8,3,4,3,2,8,0,4,1,1,3,0,2,2,4,2,2,0,0,0,1,1,0,1
S01010833,,906,,6,7,8,13,15,9,6,10,9,8,5,14,11,15,19,8,10,12,21,11,9,14,9,11,10,9,3,5,4,6,5,1,7,10,10,15,8,7,11,12,17,12,16,15,15,21,17,24,22,25,20,24,21,20,13,10,18,20,15,10,16,15,7,8,11,8,8,10,8,13,3,2,8,9,6,10,7,2,1,4,2,2,2,0,1,0,1,2,1,0,1
S01010834,,897,,7,4,6,8,6,3,6,4,14,6,8,6,8,6,11,15,11,8,10,8,7,12,8,7,6,8,2,6,6,10,4,4,8,4,7,9,7,10,9,11,12,1,15,12,17,11,10,19,19,13,16,13,14,10,20,22,13,13,12,16,26,15,16,22,14,16,17,19,15,13,7,9,9,16,12,14,5,6,12,8,11,7,6,8,2,2,3,1,5,1,2
S01010835,,647,,5,3,3,1,3,9,1,4,1,4,5,4,4,7,13,4,8,6,13,8,10,13,10,8,6,3,3,1,7,1,2,1,8,0,2,5,2,4,10,6,7,4,5,11,7,10,5,20,8,19,7,19,19,9,16,9,11,6,11,6,5,8,13,19,11,17,11,11,15,10,8,9,11,7,6,13,5,6,5,5,5,4,1,5,3,6,3,3,1,3,1
S01010836,,790,,8,4,6,5,5,4,3,6,5,4,6,7,13,4,9,14,8,9,10,7,4,1,6,5,8,7,2,7,10,12,11,7,7,3,7,11,8,7,11,13,13,8,8,12,17,9,19,14,23,20,16,8,16,7,14,14,10,8,19,17,14,15,14,7,14,7,11,23,6,6,8,11,5,6,3,9,5,3,6,10,5,7,11,7,5,1,1,2,2,4,6
S01010837,,652,,4,2,3,6,4,3,6,6,5,5,12,8,10,6,8,11,5,10,7,3,7,14,8,11,11,8,3,2,6,4,6,3,3,4,3,6,8,5,3,8,9,6,10,12,14,12,8,11,14,9,9,5,13,7,15,6,6,6,5,6,9,11,7,15,15,17,5,9,8,5,8,7,17,17,13,9,5,6,1,2,8,4,3,5,4,1,0,2,2,2,5
S01010838,,838,,7,5,13,7,8,10,14,13,8,4,15,15,10,7,19,12,19,8,12,11,12,10,6,7,11,12,11,10,10,5,9,9,9,4,11,8,15,9,11,22,11,16,13,11,9,21,18,14,14,19,7,14,14,14,7,9,9,10,7,7,9,12,7,11,10,7,5,9,7,5,14,5,9,5,8,5,3,6,2,2,3,3,3,3,7,3,1,1,5,0,6
S01010839,,723,,4,5,9,5,7,8,13,10,9,6,14,9,11,4,8,12,9,7,9,14,2,8,8,8,7,6,4,9,3,6,5,7,4,7,7,7,7,14,12,15,16,15,7,12,16,11,11,14,14,11,9,8,13,7,9,4,4,8,8,9,4,10,10,6,8,8,4,7,8,10,9,7,5,8,4,8,4,5,8,13,15,6,5,1,6,2,7,1,2,5,2
S01010840,,485,,10,4,1,1,7,3,3,4,1,1,0,2,2,3,2,1,2,5,5,9,6,4,3,3,3,5,3,12,5,14,6,7,7,7,6,5,2,6,9,5,5,9,4,3,9,13,7,12,7,6,6,6,7,0,9,8,8,6,6,10,7,11,2,5,8,4,6,6,6,4,5,11,4,6,4,2,6,2,7,5,7,4,7,8,6,3,0,2,1,3,8
S01010841,,754,,13,9,5,11,8,6,6,1,6,2,0,6,5,4,6,5,6,9,7,8,11,3,11,6,10,12,12,5,15,16,11,10,12,12,10,14,14,11,15,5,10,6,13,15,15,3,10,19,7,11,14,9,8,9,11,8,14,13,14,9,9,8,9,14,9,11,7,18,7,11,10,10,7,7,7,8,5,5,6,6,3,3,4,1,1,3,3,0,1,3,2
S01010842,,902,,10,15,3,10,5,10,1,7,4,3,3,3,2,6,9,5,3,8,12,7,7,3,7,7,7,10,9,16,13,8,6,8,10,18,8,12,10,13,11,17,10,13,15,15,7,15,14,10,11,13,8,9,13,14,11,9,10,8,10,16,13,10,12,12,18,11,9,11,13,10,18,13,19,18,9,9,9,14,8,13,11,12,5,13,8,7,6,9,6,2,17
S01010843,,654,,9,3,3,3,2,8,2,8,1,3,4,2,4,4,3,7,4,2,5,11,7,10,3,8,7,9,8,14,6,6,8,12,5,6,11,9,6,12,10,18,9,5,5,9,9,5,11,9,7,5,12,9,9,9,7,5,8,7,13,8,2,6,5,11,10,7,11,18,7,8,10,10,4,12,8,10,10,15,6,2,9,6,6,2,3,3,2,4,5,5,13
S01010844,,668,,6,4,2,2,8,4,5,8,7,5,9,8,8,7,6,7,7,10,8,10,9,13,7,6,9,3,4,0,4,2,3,1,8,5,2,6,5,9,7,5,6,7,9,16,10,9,12,11,12,8,14,13,16,11,11,14,14,10,13,7,8,12,17,11,12,10,12,11,9,11,6,7,6,5,8,7,5,4,5,8,4,2,5,4,4,1,3,2,1,3,3
S01010845,,620,,6,8,3,5,9,2,8,5,1,6,6,7,6,4,8,5,8,3,6,13,6,5,6,6,6,6,8,7,2,11,0,10,11,4,5,3,7,6,8,10,11,6,5,8,10,5,10,9,8,12,12,11,14,12,12,17,4,3,6,12,8,8,10,6,11,15,9,10,6,3,9,9,7,11,12,8,7,1,5,9,7,4,2,1,3,1,0,1,1,1,2
S01010846,,771,,7,9,6,12,5,7,11,10,9,8,10,13,9,9,8,12,8,15,11,15,25,12,17,11,11,13,10,4,12,10,6,7,11,8,9,11,3,11,12,11,12,14,15,9,6,21,10,14,15,13,11,19,17,11,16,11,10,8,12,13,4,12,7,10,8,4,5,5,5,4,4,2,3,4,3,4,6,1,3,2,1,3,0,1,2,2,1,0,0,0,0
S01010847,,642,,9,6,4,10,4,5,9,4,9,8,7,10,16,7,11,9,5,10,7,9,15,4,4,6,8,8,9,2,8,5,14,6,9,9,16,4,9,8,11,11,11,11,6,19,9,7,10,11,16,13,14,19,10,11,10,8,6,10,5,8,13,10,8,7,7,8,6,6,8,5,5,2,3,3,3,2,0,2,0,1,0,1,0,0,0,0,1,2,0,0,0
S01010848,,663,,8,12,4,9,9,8,6,7,7,11,13,11,10,17,8,10,11,15,13,13,12,9,8,9,9,9,9,9,6,3,15,10,4,7,4,2,8,10,7,17,7,12,11,10,7,11,15,10,16,12,17,8,11,8,5,8,9,6,2,6,11,7,10,7,7,5,8,2,11,7,4,1,0,3,3,3,1,4,0,1,1,2,3,0,1,1,0,0,0,0,0
S01010849,,962,,14,7,16,11,17,10,14,13,9,12,16,16,21,10,16,18,21,23,14,16,14,20,16,12,8,11,10,4,14,7,16,9,11,10,9,10,12,8,10,9,16,15,8,15,18,21,14,18,12,13,14,12,16,11,14,9,11,7,16,13,17,12,12,10,6,8,4,11,8,3,4,6,6,9,11,8,4,5,1,8,7,3,2,2,1,2,2,0,2,0,1
S01010850,,884,,12,9,9,9,9,8,7,15,7,6,14,14,7,13,8,15,19,12,13,8,7,11,15,11,6,8,11,2,11,6,14,9,9,13,4,13,6,9,10,6,10,14,10,10,11,12,14,18,14,16,10,14,14,11,13,23,17,5,14,13,15,9,12,7,10,11,2,6,6,6,5,10,4,10,5,10,7,6,6,13,6,6,6,9,4,5,6,1,2,2,19
S01010851,,802,,9,16,8,16,12,10,19,8,8,17,10,13,10,10,18,16,6,11,9,8,11,9,12,15,11,11,14,12,19,11,8,11,13,4,9,10,16,3,7,13,13,11,10,18,13,7,7,12,15,22,21,13,13,12,13,10,11,10,4,7,8,8,7,4,2,4,5,3,5,1,6,3,5,4,9,3,2,6,3,4,7,2,5,0,1,0,0,0,0,0,0
S01010852,,724,,4,7,5,8,5,8,5,11,7,3,9,12,8,4,12,6,9,8,10,3,15,4,8,12,8,14,4,1,7,12,10,11,4,1,3,7,7,6,9,7,6,12,9,8,14,11,17,19,20,15,16,12,15,15,15,10,9,7,7,9,15,8,11,13,8,12,19,7,8,4,4,7,7,5,9,6,1,5,8,3,2,2,2,3,3,4,1,1,0,1,5
S01010853,,885,,4,13,10,14,10,7,9,7,13,5,10,10,11,12,16,9,12,14,9,6,10,11,8,17,10,8,12,6,15,11,15,8,9,9,9,10,10,7,3,9,15,13,10,11,15,10,19,15,9,9,14,18,17,16,23,11,12,15,8,9,11,20,15,16,13,3,6,7,9,7,13,5,10,9,8,6,11,9,5,7,8,2,1,2,2,3,1,2,1,0,6
S01010854,,917,,15,12,11,10,19,14,17,9,8,16,15,14,16,12,18,10,15,21,11,11,16,6,21,15,13,19,11,10,7,15,11,11,8,13,8,6,17,11,15,14,16,20,17,17,19,13,15,8,15,16,9,11,15,18,8,7,14,10,9,8,6,12,4,13,10,4,4,2,10,5,6,1,7,2,4,4,3,4,2,5,4,4,1,7,3,2,0,2,0,0,0
S01010855,,571,,8,7,5,9,6,11,7,12,13,7,4,12,5,1,7,9,8,7,8,8,8,8,7,9,5,7,7,12,11,6,3,11,3,2,6,3,5,6,8,7,7,4,8,9,5,7,9,4,7,5,5,8,17,9,14,4,9,7,3,12,5,11,6,1,5,9,7,5,10,6,5,6,8,6,2,7,3,3,6,2,2,2,4,2,2,1,3,0,0,1,0
S01010856,,908,,16,9,11,13,6,5,14,8,7,4,7,10,11,12,10,5,10,8,11,6,9,11,10,15,4,7,6,8,12,9,14,13,8,10,12,16,9,8,8,13,11,16,19,15,10,15,13,20,17,11,15,15,16,9,9,13,5,10,8,12,17,11,16,11,8,10,4,12,10,5,1,12,12,10,10,8,11,11,10,19,5,8,4,7,11,4,3,5,1,1,7
S01010857,,846,,12,7,10,9,13,11,14,11,16,14,10,16,12,14,9,16,15,17,13,11,13,18,8,11,10,6,5,10,8,10,8,12,13,9,12,14,13,16,11,12,13,15,13,16,18,18,16,24,23,13,14,13,23,11,13,10,13,10,9,3,8,6,6,7,7,8,3,8,5,3,1,3,3,2,4,4,1,2,2,1,0,1,0,0,0,0,2,0,1,0,1
S01010858,,726,,6,4,10,14,7,8,8,5,10,5,9,10,7,14,8,12,7,7,9,11,13,5,10,9,13,13,10,5,8,10,7,12,8,6,9,4,4,17,8,14,5,14,12,11,17,20,12,14,12,10,9,9,9,6,5,8,3,8,7,4,11,7,8,5,4,5,5,9,5,6,10,11,8,8,5,4,11,6,9,6,9,6,6,0,3,2,1,0,2,1,2
S01010859,,729,,3,4,11,6,11,7,11,12,12,8,7,11,13,11,9,10,14,10,10,13,13,9,13,12,4,12,14,4,6,8,8,7,5,9,10,4,6,4,3,8,9,8,11,14,13,12,8,9,14,11,11,13,11,7,14,11,10,8,10,10,10,9,4,6,11,7,9,13,8,7,8,8,5,5,4,8,6,5,5,2,7,2,2,2,2,1,2,1,0,2,2
S01010860,,625,,6,6,8,3,3,6,9,4,7,7,5,4,7,3,14,7,13,3,6,9,10,10,10,12,10,6,11,10,3,8,9,3,4,3,4,3,3,6,7,5,9,3,11,7,11,10,12,15,12,13,10,7,11,11,13,11,8,9,9,6,8,11,9,9,16,12,8,10,9,7,10,2,5,4,1,7,5,1,6,3,4,5,2,3,1,0,0,0,0,1,1
S01010861,,657,,18,13,7,6,9,8,6,4,5,8,8,5,7,9,5,6,6,8,8,7,7,18,9,8,7,3,10,9,6,7,9,4,5,9,13,9,6,2,9,11,11,7,12,10,8,13,12,9,7,10,15,6,10,12,5,7,7,4,7,7,4,9,7,11,8,5,5,11,12,3,7,8,8,8,6,7,4,8,4,2,1,4,5,1,4,1,1,3,2,2,3
S01010862,,536,,4,10,3,9,5,11,6,6,6,5,4,4,4,4,7,11,9,12,11,11,15,10,6,12,14,15,4,16,10,8,8,4,3,4,5,6,2,4,6,6,0,13,14,10,12,7,12,7,8,5,9,9,10,7,5,3,4,2,5,7,4,3,12,5,3,5,5,6,5,4,4,3,1,4,4,3,2,4,1,0,4,1,1,0,1,0,0,1,1,0,0
S01010863,,786,,8,15,3,7,5,8,3,4,3,9,8,9,5,10,10,11,10,5,8,10,11,12,7,6,9,6,9,2,4,5,5,3,5,3,5,10,12,12,7,7,11,7,14,13,5,12,13,5,14,13,7,13,23,15,15,10,15,4,8,9,11,14,12,15,17,7,12,9,5,7,11,12,6,10,10,8,5,0,9,7,8,5,5,7,6,1,4,3,9,6,28
S01010864,,562,,4,0,4,5,6,3,8,4,4,7,5,5,4,3,9,4,10,5,5,4,6,3,5,2,8,6,3,5,8,5,2,6,5,6,12,8,3,5,5,6,2,7,6,8,10,3,8,13,9,8,7,11,9,12,10,9,14,5,14,7,11,11,7,13,9,7,11,6,10,8,3,3,10,10,5,8,4,10,4,4,2,6,4,5,4,1,1,1,1,0,3
S01010865,,702,,5,5,2,11,5,5,2,3,2,2,4,4,4,2,4,5,7,1,4,12,5,16,9,7,3,3,7,3,5,6,5,5,3,3,5,3,6,4,3,8,14,3,8,5,8,7,8,11,7,5,12,6,12,11,13,10,14,19,14,15,16,9,12,15,15,12,12,15,18,14,11,9,10,12,12,14,5,10,4,16,5,4,11,6,2,13,4,6,1,2,7
S01010866,,742,,5,1,2,7,2,7,1,4,4,8,7,4,6,4,4,8,4,6,7,4,6,6,11,9,3,2,6,3,4,3,4,3,4,8,1,4,6,8,4,5,5,6,7,8,7,6,8,6,15,7,7,6,16,16,7,19,10,16,18,7,10,12,9,12,15,11,15,11,9,16,6,9,11,7,10,10,12,7,12,12,13,14,20,8,8,12,12,13,14,5,15
S01010867,,674,,3,7,7,6,4,4,5,3,6,6,7,3,7,3,5,7,7,9,10,5,9,6,9,10,7,4,6,3,7,3,4,11,5,4,7,7,6,9,7,2,1,6,8,14,6,8,7,10,10,16,12,10,13,11,17,11,5,6,14,6,9,9,8,10,6,7,7,4,15,3,8,8,6,12,8,8,5,5,6,6,6,5,5,5,6,5,10,3,10,8,30
S01010868,,827,,4,10,6,5,10,4,2,4,5,1,7,7,4,7,12,6,8,9,7,9,13,8,4,3,6,9,5,4,2,4,7,2,5,4,4,6,7,7,7,11,14,9,9,8,13,16,16,12,14,12,25,18,16,16,16,11,6,9,6,10,10,12,15,6,21,11,10,12,9,10,12,8,11,15,6,5,11,10,6,9,5,13,13,2,13,5,8,10,12,3,33
S01010869,,749,,9,5,9,5,6,4,4,7,8,6,10,7,10,12,12,8,15,11,14,10,11,9,13,5,11,6,6,9,4,4,2,6,3,3,6,7,3,10,6,11,4,10,10,15,15,10,15,9,10,24,13,10,12,13,14,17,16,9,9,11,12,10,12,10,13,2,11,8,11,5,11,7,9,4,3,6,11,6,8,5,4,3,6,0,1,3,6,2,3,1,3
S01010870,,762,,4,8,10,8,5,8,7,6,7,3,7,8,5,5,9,6,2,6,6,2,6,17,10,14,17,5,5,9,14,13,7,8,5,6,8,10,12,8,10,8,9,7,11,6,14,10,6,15,16,11,9,6,12,16,14,15,8,4,11,9,7,9,3,9,13,15,9,13,8,8,5,5,6,13,16,8,6,6,7,8,6,10,4,8,7,6,2,4,3,4,11
S01010871,,873,,7,11,6,7,14,10,6,10,6,5,4,5,13,14,6,10,13,9,7,10,21,11,9,6,10,14,14,13,18,8,12,10,10,9,8,15,6,9,11,9,12,3,16,7,12,20,7,12,18,10,12,18,9,17,11,12,3,10,9,6,14,9,11,10,9,6,8,4,6,4,9,9,5,8,12,8,9,4,6,11,7,7,8,9,4,14,8,5,3,7,19
S01010872,,718,,10,7,8,9,6,8,6,5,2,5,2,5,1,7,6,6,7,0,9,6,14,12,8,8,10,12,11,14,11,9,14,9,4,6,10,8,6,9,12,9,15,3,10,6,6,16,14,11,19,21,12,9,11,4,4,12,17,11,15,9,10,5,9,17,8,6,6,9,13,9,4,10,8,3,8,10,3,3,2,3,6,4,8,4,1,4,2,1,1,1,4
S01010873,,543,,3,4,7,2,1,2,2,5,4,0,6,3,2,2,2,4,1,6,1,9,3,7,1,7,0,10,3,6,3,11,10,7,7,4,8,1,12,6,9,2,2,3,4,9,10,10,7,3,5,8,6,4,11,12,8,8,5,7,7,2,5,3,7,7,5,7,6,6,5,8,2,6,10,5,9,16,14,6,9,8,9,5,10,5,5,15,2,4,7,3,20
S01010874,,769,,10,9,12,7,3,9,11,5,5,14,9,10,9,8,7,9,10,17,19,16,10,8,12,15,8,9,11,7,8,5,12,8,8,11,6,12,9,10,8,4,11,13,18,16,12,11,15,20,12,11,11,22,14,8,16,15,8,8,10,6,3,9,9,10,5,10,9,2,11,0,6,7,6,2,1,3,4,2,6,4,2,2,2,1,5,1,3,1,2,0,4
S01010875,,511,,8,9,9,4,4,4,11,5,4,4,4,4,5,2,5,7,2,4,7,12,7,11,5,3,8,15,6,9,12,5,13,12,7,5,13,3,7,3,5,7,11,8,9,6,9,7,15,8,6,12,8,4,9,4,6,4,4,3,5,3,6,10,7,4,7,5,2,3,7,2,3,5,3,3,1,2,3,4,0,1,4,4,1,1,1,3,1,2,2,0,3
S01010876,,731,,11,12,13,12,9,5,8,7,10,6,7,5,6,3,7,7,7,8,11,13,10,11,10,11,14,18,17,16,20,14,11,14,8,8,13,10,10,7,10,16,12,7,9,6,9,9,13,7,10,9,4,15,7,9,13,14,6,12,7,11,10,8,7,7,3,5,5,2,5,1,5,5,4,4,3,6,4,6,4,5,5,4,4,0,4,2,3,2,2,1,1
S01010877,,968,,11,15,8,11,14,8,6,9,9,13,10,7,11,9,14,17,6,11,12,16,14,11,14,15,14,18,17,18,10,15,12,17,11,11,8,11,18,8,12,7,11,10,11,8,16,22,11,9,26,10,9,19,13,18,19,11,14,10,13,14,9,13,12,13,20,11,4,8,13,8,12,8,5,7,9,12,4,6,9,4,2,5,4,1,2,3,4,2,1,1,4
S01010878,,"1,184",,13,9,6,10,9,10,2,16,7,1,6,14,10,8,8,13,13,6,4,5,10,12,23,26,21,17,11,14,22,12,15,18,20,14,18,11,19,31,21,17,20,18,18,20,16,23,13,20,16,20,12,14,16,15,13,14,13,20,16,7,19,9,18,13,14,11,10,9,7,10,15,7,12,18,14,13,14,9,14,13,6,19,8,8,6,11,7,6,6,4,8
S01010879,,814,,7,3,6,3,9,7,14,11,8,6,4,13,7,5,5,12,11,9,9,11,10,11,7,12,7,9,9,20,12,6,14,10,9,6,8,8,13,5,15,9,12,11,12,11,15,15,11,17,18,11,17,19,12,24,20,20,10,16,8,7,12,5,6,10,13,12,9,10,7,7,8,5,8,3,7,9,4,6,4,0,3,4,5,3,1,1,3,0,0,0,3
S01010880,,543,,11,2,7,7,7,4,5,5,6,8,9,7,11,4,6,9,4,9,9,5,7,8,8,6,7,10,9,15,7,8,5,13,4,2,5,4,15,0,5,6,6,6,9,13,8,4,5,10,10,13,5,3,1,7,4,4,6,10,5,10,6,8,3,10,9,7,3,4,5,5,8,5,3,3,6,2,8,2,4,4,6,3,1,1,1,1,0,1,4,0,2
S01010881,,631,,2,3,5,6,6,3,3,3,4,5,9,5,5,9,6,9,10,6,7,7,9,14,8,9,9,5,7,7,6,3,6,9,5,5,2,3,6,1,6,6,6,10,6,10,11,15,9,4,11,14,7,12,10,5,8,9,5,6,7,8,7,9,6,5,8,5,14,16,16,5,13,4,9,7,8,8,5,7,11,8,5,8,4,5,3,6,3,3,3,0,8
S01010882,,556,,1,0,4,3,5,1,5,9,3,4,5,10,12,12,11,13,14,9,9,15,9,11,6,4,6,5,4,5,6,4,5,2,11,3,3,8,5,6,8,8,7,12,4,13,14,9,20,8,15,12,11,10,8,7,2,7,12,13,8,4,10,7,7,4,7,7,5,7,3,1,4,3,5,5,5,2,4,1,2,1,2,0,1,0,0,0,0,1,1,0,1
S01010883,,872,,2,4,5,4,4,9,5,10,11,9,8,9,16,14,13,12,9,23,14,21,13,17,15,13,16,6,5,6,11,4,4,5,8,4,5,4,7,11,10,6,7,12,16,12,18,19,27,24,30,29,32,20,18,13,16,15,11,12,10,6,5,10,11,11,6,9,2,3,4,3,6,6,3,5,3,3,6,3,8,6,5,5,3,1,5,3,1,4,3,3,7
S01010884,,714,,6,17,13,13,12,8,6,9,3,7,4,10,9,7,5,12,3,6,6,8,5,12,10,12,5,6,6,8,8,10,6,6,6,5,6,10,8,7,9,11,8,16,12,12,11,6,14,18,9,11,12,15,19,5,6,7,7,7,6,16,8,8,9,5,13,3,10,9,13,10,12,8,10,7,8,1,5,7,4,7,5,2,0,4,1,1,3,2,0,0,2
S01010885,,949,,11,13,12,20,3,19,13,8,10,10,10,5,7,14,9,7,7,8,8,25,17,9,12,16,11,15,11,10,20,22,16,22,8,8,9,11,10,10,18,14,21,8,10,18,13,12,11,19,16,11,20,12,5,15,10,13,17,11,13,9,12,13,12,10,7,8,5,9,5,7,8,6,4,7,11,7,8,7,5,5,7,5,7,3,4,2,4,2,1,1,5
S01010886,,429,,5,2,3,3,3,4,2,4,0,0,4,4,4,3,4,2,5,11,11,10,7,2,12,7,7,3,1,6,6,2,7,9,5,9,6,6,10,8,6,5,9,5,4,4,9,12,12,8,9,3,11,13,10,8,7,5,4,3,7,4,4,6,2,4,5,3,4,3,4,4,3,3,4,5,4,1,3,2,3,2,1,0,1,0,2,0,0,0,0,0,1
S01010887,,824,,8,7,11,2,11,5,7,13,8,5,5,5,7,9,3,11,9,12,11,11,8,15,13,4,12,10,16,15,9,11,14,8,8,9,9,8,22,5,7,6,6,8,9,10,7,18,6,16,19,10,9,20,10,11,11,5,7,6,7,5,10,7,8,8,18,13,9,5,10,9,11,15,8,10,13,9,9,8,8,12,9,11,6,5,5,5,3,1,3,1,6
S01010888,,776,,6,9,6,4,6,6,4,8,3,4,6,2,4,6,6,9,8,1,5,6,16,8,9,9,15,14,17,14,16,8,14,8,14,9,8,6,14,10,9,14,8,14,18,13,11,16,14,14,8,15,11,19,12,13,11,15,7,7,8,7,11,13,9,7,8,13,11,16,8,9,5,9,10,8,4,8,3,3,8,5,4,6,4,2,3,1,0,0,1,1,4
S01010889,,522,,8,6,4,2,3,1,2,4,2,8,1,1,1,6,2,3,2,2,0,8,10,5,9,4,8,9,10,12,11,9,7,11,13,9,5,7,8,2,6,11,13,3,11,11,14,9,4,11,6,9,11,5,8,5,5,2,5,11,7,9,6,13,4,0,15,12,3,9,5,6,2,4,4,9,5,2,2,4,5,1,6,3,2,0,0,3,0,3,0,0,3
S01010890,,769,,6,3,4,4,5,3,8,1,4,0,2,3,4,1,4,4,2,2,5,1,7,5,6,6,6,12,9,8,10,6,9,4,6,9,4,7,9,7,7,6,13,11,8,9,8,8,10,8,11,14,24,12,10,5,14,11,4,9,8,9,6,9,14,8,15,7,10,10,8,7,12,14,16,10,12,17,16,18,15,26,23,12,14,9,11,6,3,5,4,5,12
S01010891,,416,,1,1,0,5,1,2,1,0,3,2,3,4,3,0,4,3,4,3,8,6,12,6,5,4,8,8,3,4,6,3,3,4,8,4,3,8,6,3,3,3,5,7,6,4,4,1,2,3,10,4,8,6,5,7,7,7,8,9,3,5,0,6,6,4,4,3,3,2,6,2,4,5,3,10,7,9,8,4,9,4,7,5,7,4,7,6,3,1,0,2,6
S01010892,,824,,11,6,4,7,4,6,3,3,5,3,2,4,1,6,2,5,6,4,6,6,3,9,11,12,10,13,8,14,19,11,9,11,5,11,11,8,10,8,8,7,12,9,10,8,12,8,15,13,20,8,9,12,19,10,9,10,15,17,14,7,10,19,13,16,12,9,10,9,10,9,9,15,13,15,14,10,8,19,10,10,6,10,7,6,2,6,2,2,5,2,7
S01010893,,506,,4,2,4,1,7,1,3,5,1,5,1,3,3,4,5,6,2,2,4,6,3,8,1,3,4,9,7,1,10,8,5,6,3,10,6,6,3,5,3,6,3,8,4,5,14,12,6,10,10,10,10,14,11,5,11,9,5,7,7,10,6,2,5,5,6,7,6,10,6,5,3,6,5,5,3,8,9,9,6,6,7,7,6,2,0,3,3,2,2,2,7
