"Table 1a: Estimated population by sex, single year of age and 2011 Data Zone area, and council area: 30 June 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Area Name,Council Area,All ages,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,,,,,,
,,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+,,
S01010643,Inverness Merkinch - 03,Highland,741,,10,11,15,16,9,11,19,10,23,19,11,15,12,8,13,19,16,15,14,10,10,4,11,11,6,14,13,7,4,9,13,9,10,5,9,9,13,10,12,8,2,10,13,9,16,16,11,15,2,7,5,3,11,19,5,6,2,10,13,12,9,6,7,7,4,6,4,6,5,1,7,4,2,4,1,6,0,3,1,0,0,3,0,1,1,0,0,0,1,0,2,,
S01010644,Inverness Merkinch - 04,Highland,672,,9,12,16,5,10,15,2,6,17,12,15,5,10,8,7,1,2,6,7,5,9,15,5,9,10,14,10,5,12,14,13,15,14,14,13,3,8,15,7,8,2,18,4,9,5,4,13,12,7,10,8,21,15,8,6,13,4,11,6,17,5,2,5,10,5,10,2,4,5,8,3,6,3,4,0,5,3,4,4,0,2,0,4,0,0,0,0,0,0,1,1,,
S01010645,Inverness Scorguie - 01,Highland,491,,2,4,4,5,2,6,3,1,5,0,1,3,1,4,0,7,0,0,3,4,1,7,3,12,2,9,8,5,11,7,4,3,2,5,6,1,7,8,4,4,6,2,5,11,10,9,6,6,8,24,8,7,14,12,14,7,8,9,13,7,10,11,9,8,8,6,8,6,4,9,13,9,2,3,5,3,3,4,2,1,2,3,3,0,3,1,0,0,0,2,3,,
S01010646,Inverness Scorguie - 02,Highland,650,,7,4,6,4,5,4,4,12,4,4,8,5,8,4,4,3,4,7,10,8,3,3,8,6,9,7,4,11,10,4,7,3,1,16,5,13,7,7,5,9,10,8,6,3,8,9,2,5,6,10,12,9,14,11,8,7,7,13,11,15,20,9,17,12,16,10,10,8,10,15,11,11,5,6,4,1,5,5,5,3,4,4,5,4,2,3,2,5,5,0,6,,
S01010647,Inverness Scorguie - 03,Highland,672,,5,0,1,1,3,9,1,1,3,5,3,5,8,1,0,2,4,6,4,5,6,5,5,10,9,4,10,9,9,7,0,7,9,7,8,12,6,6,3,2,4,8,7,1,7,2,3,16,12,10,10,7,7,17,14,9,16,10,8,20,16,11,18,11,14,9,14,4,9,11,11,13,8,4,6,3,9,2,4,5,5,5,8,9,11,10,5,9,5,1,33,,
S01010648,Inverness Scorguie - 04,Highland,606,,6,4,1,6,4,5,5,3,3,8,2,8,8,3,3,8,2,6,9,5,2,2,6,8,6,5,7,9,8,9,15,13,2,6,16,3,8,6,18,5,9,6,5,3,6,9,10,4,4,8,9,10,17,10,11,8,11,5,16,12,11,10,8,15,19,9,7,2,9,7,6,13,5,4,5,8,3,7,2,2,4,2,0,6,2,1,3,1,1,1,7,,
S01010649,Inverness Scorguie - 05,Highland,564,,5,6,5,5,8,3,8,4,8,4,5,9,5,7,7,0,6,4,5,4,5,8,2,6,3,9,4,4,8,6,9,2,13,6,3,7,5,11,9,5,5,7,10,11,4,7,2,7,9,6,8,6,10,7,1,9,9,7,7,7,8,8,10,6,5,9,6,4,3,8,10,9,7,9,13,8,4,4,7,1,3,4,6,4,2,4,7,7,3,1,12,,
S01010650,Inverness Kinmylies and South West - 01,Highland,"1,134",,25,36,22,22,16,16,14,14,12,16,14,4,11,12,4,10,5,10,10,9,9,15,7,21,12,16,14,7,16,18,22,30,25,20,23,20,22,18,20,29,14,15,22,19,21,22,18,17,21,15,22,21,12,17,17,24,9,10,10,15,22,9,8,7,14,4,8,12,2,7,6,3,2,5,0,3,2,3,4,7,4,3,1,1,0,3,1,1,1,1,3,,
S01010651,Inverness Kinmylies and South West - 02,Highland,659,,6,7,8,8,10,7,12,8,8,11,11,10,6,3,12,2,6,10,8,4,8,3,11,12,4,7,12,1,3,7,8,6,5,11,10,13,17,20,6,5,6,13,8,6,4,7,8,6,8,2,10,7,5,19,11,8,7,9,10,9,13,14,18,12,9,14,5,9,13,3,5,9,3,3,6,4,2,3,4,2,4,1,1,2,2,2,1,1,1,1,3,,
S01010652,Inverness Kinmylies and South West - 03,Highland,833,,11,7,12,8,12,6,16,6,3,13,9,10,7,7,7,2,11,9,10,12,9,6,11,12,14,7,11,5,14,9,13,12,10,21,14,22,13,13,10,8,2,13,14,9,6,8,14,9,10,20,16,21,13,11,14,12,8,5,12,13,13,14,14,8,7,12,9,16,6,10,8,10,10,4,5,6,6,7,3,6,2,2,1,5,0,2,1,0,0,1,3,,
S01010653,Inverness Kinmylies and South West - 04,Highland,577,,3,3,2,1,3,4,4,5,3,3,2,1,2,1,5,2,2,4,2,6,6,8,3,10,7,10,6,8,2,6,12,7,13,4,6,8,1,0,1,10,7,9,4,6,6,5,9,8,12,9,12,9,14,13,5,13,13,12,10,8,7,19,17,21,11,7,14,5,5,7,13,13,3,3,7,6,6,8,4,4,2,6,3,4,0,4,5,1,2,0,0,,
S01010654,Inverness Kinmylies and South West - 05,Highland,772,,8,8,7,8,9,11,16,6,9,15,14,9,5,12,5,14,10,11,6,7,10,5,14,8,8,7,13,16,8,10,4,26,15,3,4,12,22,4,12,12,5,12,12,4,3,10,8,8,8,10,11,15,13,6,11,8,7,14,23,14,12,5,8,9,15,6,10,9,8,8,4,4,7,1,11,7,7,8,2,4,3,3,4,3,1,2,2,0,0,0,4,,
S01010655,Inverness West Rural - 01,Highland,981,,5,0,10,9,10,13,12,13,18,11,13,20,18,11,11,22,6,16,10,9,5,13,8,5,9,8,5,2,1,5,2,10,2,12,5,6,6,6,7,9,9,18,12,9,6,13,16,18,21,33,14,22,18,20,16,23,17,16,14,18,17,20,24,10,10,12,18,19,14,10,17,21,8,12,2,7,5,5,6,5,7,3,10,1,3,4,4,3,3,2,3,,
S01010656,Inverness West Rural - 02,Highland,594,,5,13,10,11,8,11,8,7,7,6,5,10,5,8,6,3,9,7,6,7,6,9,4,6,10,8,6,7,5,8,14,0,7,9,4,1,14,7,7,5,8,7,9,4,11,6,11,13,5,3,17,8,6,9,5,6,9,4,12,5,6,7,6,6,10,6,8,6,7,14,7,5,4,9,7,5,4,4,5,5,2,3,1,2,3,2,1,0,2,0,0,,
S01010657,Inverness West Rural - 03,Highland,669,,7,2,7,9,3,12,5,14,8,4,2,10,3,8,7,5,6,10,7,9,3,6,7,7,4,2,7,6,0,6,5,3,7,13,8,4,7,10,12,11,9,3,6,4,6,8,10,17,7,12,15,20,8,17,10,18,11,9,6,14,8,11,17,10,13,8,10,13,3,6,8,4,11,13,13,10,8,2,2,1,3,2,3,4,1,1,2,0,2,2,2,,
S01010658,Inverness West Rural - 04,Highland,716,,3,2,3,3,3,10,5,11,8,12,4,5,10,3,11,6,10,7,2,12,0,6,4,6,6,5,8,6,8,2,3,4,4,8,2,7,0,6,10,7,6,8,6,9,13,11,11,11,15,11,13,11,11,19,14,6,9,16,14,15,14,9,16,14,9,7,16,11,15,12,21,8,11,10,12,9,11,3,6,8,6,4,3,5,6,1,1,0,0,0,7,,
S01010659,Inverness West Rural - 05,Highland,656,,1,3,5,4,5,6,5,3,3,11,6,6,8,7,5,8,7,3,8,9,5,3,12,1,7,3,3,4,3,6,4,7,5,2,3,5,10,13,7,5,5,4,8,2,7,8,13,12,15,18,16,14,16,13,14,14,8,12,8,9,11,7,7,15,6,16,15,16,12,16,7,7,8,11,8,5,3,12,7,1,2,6,3,3,0,5,2,4,0,3,1,,
S01010660,Inverness West Rural - 06,Highland,695,,5,14,7,11,10,4,11,4,13,6,7,8,1,5,4,5,9,12,11,7,8,2,10,13,9,14,9,9,6,5,11,9,4,7,10,9,8,1,7,8,5,9,9,5,9,5,14,13,11,18,4,12,21,5,9,5,8,6,10,12,12,9,2,4,8,8,12,12,8,15,8,3,11,10,4,7,5,7,2,4,3,5,4,10,1,7,1,1,0,0,9,,
S01010661,Inverness West Rural - 07,Highland,588,,9,5,5,4,9,6,6,1,4,5,6,3,4,6,8,4,3,4,5,8,4,2,2,3,4,3,3,5,8,6,5,13,16,9,9,6,3,5,4,5,3,9,7,6,11,6,8,14,13,4,5,8,10,13,10,11,8,8,5,11,6,7,5,8,14,8,8,14,7,6,12,10,8,6,9,8,5,1,5,6,9,4,2,4,1,2,6,3,3,3,8,,
S01010662,Inverness West Rural - 08,Highland,798,,9,6,8,4,5,8,13,6,9,7,8,15,9,4,10,8,9,9,8,16,6,5,7,17,8,8,5,8,12,6,2,1,4,10,11,11,8,10,6,0,6,11,7,8,8,10,16,7,21,17,12,11,21,10,14,14,8,13,16,24,16,12,11,8,16,10,9,16,17,18,7,4,13,4,3,8,5,4,6,2,3,8,7,5,4,3,0,5,0,0,4,,
S01010663,Inverness West Rural - 09,Highland,"1,014",,10,4,10,9,8,5,12,11,8,15,16,14,17,13,9,16,13,5,11,6,5,14,10,12,2,2,5,2,6,5,15,12,8,5,10,10,7,13,5,11,10,9,16,14,9,15,14,14,13,15,14,23,34,12,12,14,13,19,21,17,12,27,13,15,13,26,18,15,7,20,19,13,8,14,14,14,9,9,7,9,11,3,6,6,4,3,3,5,1,2,9,,
S01010664,Loch Ness - 01,Highland,867,,4,7,10,9,3,10,11,3,11,9,12,15,14,11,7,4,11,15,13,5,2,5,7,4,8,7,3,4,4,6,7,2,8,6,9,7,4,7,7,4,12,11,10,15,10,14,18,16,14,15,17,12,22,16,22,16,16,14,16,7,20,17,17,19,13,16,14,6,18,10,12,15,8,5,9,9,5,9,6,7,6,7,2,6,2,3,3,1,0,2,12,,
S01010665,Loch Ness - 02,Highland,981,,3,7,4,7,11,6,4,15,11,13,10,9,14,10,16,12,19,9,19,6,7,1,4,6,5,6,5,0,8,3,15,7,12,4,4,3,14,9,11,10,9,10,11,13,18,13,26,11,16,22,17,17,20,22,21,19,10,20,18,18,18,13,13,18,20,25,16,7,28,11,15,13,13,6,7,7,7,4,6,1,11,8,5,5,5,5,0,4,3,7,10,,
S01010666,Loch Ness - 03,Highland,991,,6,12,10,3,9,9,12,8,12,14,8,10,7,21,14,16,21,13,13,14,2,6,10,15,11,6,2,9,2,8,6,6,7,4,6,15,14,7,6,15,7,18,11,13,16,14,16,11,21,20,15,21,21,19,13,19,13,11,19,16,16,19,11,9,13,14,10,18,14,11,7,13,14,12,10,5,9,10,7,8,11,3,12,5,4,5,3,1,3,4,7,,
S01010667,Loch Ness - 04,Highland,666,,5,4,3,1,5,6,4,9,4,7,2,5,3,9,6,13,4,14,8,8,2,12,3,3,2,3,3,8,5,3,4,4,7,7,8,5,7,7,4,14,8,7,7,7,8,2,10,9,3,14,3,9,22,21,8,16,16,17,12,16,9,9,11,10,9,13,10,13,12,13,10,13,6,7,6,8,6,10,8,4,1,4,4,3,3,4,3,0,2,2,7,,
S01010668,Loch Ness - 05,Highland,"1,118",,10,6,3,10,12,7,9,8,16,9,12,11,6,7,5,6,8,15,10,8,8,11,11,5,7,9,12,7,8,3,8,13,14,14,5,14,12,12,14,6,11,10,16,12,26,13,13,21,16,9,21,11,19,16,17,25,17,21,30,23,25,21,21,20,19,17,18,17,12,21,21,19,13,17,16,16,14,12,7,9,4,4,7,7,9,6,4,1,6,9,8,,
S01010669,Lochlash - 01,Highland,604,,3,3,2,6,2,2,3,8,3,6,7,9,11,5,7,14,9,7,14,1,7,5,5,6,4,4,3,0,0,1,2,6,7,3,4,3,3,3,4,4,3,8,2,3,10,4,9,6,6,12,14,9,7,12,10,15,8,18,15,13,18,10,10,10,12,7,10,7,13,10,12,4,3,4,7,8,3,4,11,8,4,6,7,6,9,3,7,1,3,0,7,,
S01010670,Lochlash - 02,Highland,693,,7,5,7,8,4,3,5,4,7,3,10,7,8,9,6,7,5,7,9,14,4,5,10,8,5,4,10,8,1,6,5,11,3,1,4,7,8,10,8,4,3,9,7,1,11,10,8,13,4,9,13,12,17,17,13,22,16,20,17,20,10,12,6,14,11,13,9,10,4,9,18,9,8,5,9,6,1,3,4,6,2,6,6,4,3,1,2,1,1,0,1,,
S01010671,Lochlash - 03,Highland,749,,4,5,2,4,13,3,12,3,9,15,4,5,6,4,10,6,16,6,10,4,9,2,2,11,4,2,2,3,3,8,8,5,7,4,2,4,6,9,10,7,7,7,10,8,12,8,11,15,11,17,10,11,12,15,14,13,11,8,10,17,9,14,11,18,16,15,14,13,13,14,22,9,18,11,6,5,6,5,5,10,4,5,7,1,1,1,2,6,5,3,4,,
S01010672,Lochlash - 04,Highland,635,,10,6,6,7,5,8,4,8,6,7,4,11,9,6,12,7,10,7,5,10,6,8,6,8,12,12,8,10,2,2,5,3,6,4,11,7,12,5,5,5,14,7,9,4,8,7,8,5,12,6,8,12,11,13,14,10,19,7,8,10,6,10,13,6,13,6,7,5,4,5,6,4,1,3,3,0,6,3,8,4,8,5,3,5,3,4,2,6,4,1,4,,
S01010673,Skye South - 01,Highland,944,,1,12,2,6,4,9,13,12,6,10,3,10,5,10,16,6,12,16,8,12,8,11,9,10,7,13,10,12,5,7,6,5,13,4,5,9,8,8,8,10,6,4,16,15,16,9,9,17,13,17,21,15,18,20,21,12,12,17,19,16,16,19,21,14,17,15,13,21,10,21,18,8,9,15,12,10,6,13,3,12,3,5,4,2,2,3,2,1,2,4,9,,
S01010674,Skye South - 02,Highland,941,,8,9,1,3,6,8,14,10,5,16,12,8,11,9,15,8,15,8,6,11,6,12,9,4,9,5,9,12,6,3,15,6,6,10,10,6,13,10,1,7,3,19,11,19,8,22,15,15,16,21,17,10,13,20,11,26,15,15,11,10,23,7,17,13,20,21,12,28,15,19,12,13,13,21,11,5,9,10,4,3,2,2,6,2,2,1,1,2,2,2,4,,
S01010675,Skye South - 03,Highland,677,,2,4,5,2,3,4,6,5,3,9,3,4,7,10,4,6,5,7,4,2,2,4,6,3,12,5,6,3,5,4,3,11,6,10,8,3,1,3,5,2,7,7,12,8,3,8,19,9,10,14,14,14,15,15,16,12,8,16,19,20,12,10,9,10,18,23,3,8,12,14,8,12,9,13,8,9,5,6,7,8,3,3,2,5,4,2,3,0,2,0,6,,
S01010676,Skye South - 04,Highland,925,,7,9,7,12,8,15,6,7,10,8,11,12,6,7,6,10,8,9,9,5,6,5,4,3,11,12,8,10,5,13,15,7,4,5,9,15,12,13,13,9,17,9,17,4,15,7,9,11,10,17,15,13,8,11,23,13,16,13,10,12,10,17,18,17,18,22,15,26,21,17,13,11,9,15,10,10,7,14,12,6,4,6,5,7,1,3,0,1,3,4,2,,
S01010677,Skye North East - 01,Highland,541,,4,3,2,4,4,3,6,4,5,2,4,3,10,2,5,8,3,8,7,3,13,3,4,4,5,0,3,3,3,3,7,3,3,0,4,3,6,1,9,3,3,5,1,5,3,6,4,10,6,6,8,10,8,10,13,9,13,12,10,10,8,18,13,4,14,6,22,6,4,13,20,11,3,7,5,3,6,6,4,8,5,5,3,5,2,2,0,1,2,2,11,,
S01010678,Skye North East - 02,Highland,678,,6,9,7,10,13,5,8,6,3,5,6,2,5,6,1,6,8,9,10,6,1,8,3,4,2,8,3,6,12,7,11,2,1,4,2,5,6,7,5,6,7,7,11,12,9,3,10,11,16,18,8,15,14,16,13,12,10,10,13,12,15,18,17,16,13,5,3,7,3,13,9,9,9,4,10,3,8,12,5,5,5,9,1,6,0,4,1,1,2,0,4,,
S01010679,Skye North East - 03,Highland,577,,4,3,1,2,2,7,3,4,8,5,8,3,4,4,5,4,4,6,4,3,3,5,8,7,6,8,3,5,16,6,6,5,4,5,5,7,6,5,5,6,1,9,1,4,2,11,11,8,9,5,5,13,5,4,8,14,8,8,8,9,6,18,13,14,12,14,14,8,8,7,9,5,9,3,8,5,7,3,2,4,3,3,8,5,8,2,5,4,4,4,14,,
S01010680,Skye North East - 04,Highland,635,,8,9,7,8,9,7,7,8,12,3,6,4,3,4,2,6,4,3,7,5,4,7,7,8,4,10,7,9,8,9,2,6,9,8,3,6,5,3,9,7,2,6,17,7,7,4,11,14,2,3,4,8,7,9,6,12,10,6,10,11,16,8,5,9,16,8,16,13,13,13,11,5,2,4,4,8,3,7,4,2,5,6,5,9,3,0,2,4,1,5,19,,
S01010681,Skye North East - 05,Highland,"1,186",,19,12,14,18,6,18,12,22,13,18,11,10,19,20,21,11,21,13,15,18,17,10,6,15,11,12,17,19,12,13,17,19,23,8,15,14,19,22,10,16,11,28,21,15,11,21,17,19,10,18,24,16,12,19,11,19,11,17,19,16,9,11,18,16,16,13,11,16,12,10,10,7,1,8,3,9,4,4,6,7,3,4,6,5,0,5,6,6,1,2,16,,
S01010682,Skye North West - 01,Highland,"1,042",,6,10,9,9,15,8,16,11,18,8,14,17,17,19,12,9,16,14,7,13,3,6,8,9,6,10,8,3,8,2,3,13,4,12,19,10,20,14,20,9,17,2,7,11,10,20,7,19,10,22,10,20,31,17,18,12,22,10,21,26,21,15,21,16,19,22,17,13,13,10,11,18,6,11,6,8,9,9,5,7,5,7,7,3,2,4,1,2,1,2,4,,
S01010683,Skye North West - 02,Highland,965,,7,9,6,4,15,13,8,11,12,17,9,5,10,7,8,8,8,9,5,7,2,6,9,5,10,3,10,12,4,2,10,4,4,12,10,5,2,12,4,17,10,8,8,11,9,9,13,17,18,14,22,13,14,27,22,22,32,16,7,20,16,20,13,11,15,25,21,12,21,18,16,11,22,14,10,8,2,6,8,8,5,6,8,2,6,3,0,5,6,8,6,,
S01010684,Skye North West - 03,Highland,771,,5,3,5,5,4,5,6,5,1,4,1,8,9,4,8,8,8,2,7,11,3,1,5,5,6,1,6,2,1,4,3,5,2,5,6,11,11,6,3,6,7,4,2,6,11,8,11,15,2,12,4,16,20,16,19,20,18,11,15,13,22,17,16,19,14,13,26,13,26,14,15,14,14,8,17,18,15,5,5,3,8,6,0,2,5,5,4,1,2,2,11,,
S01010685,Skye North West - 04,Highland,580,,2,2,2,6,4,1,0,1,1,2,0,8,3,2,8,2,5,5,4,5,3,4,4,7,5,3,2,3,9,1,3,1,13,7,0,11,6,3,4,2,2,1,11,4,5,9,6,5,11,9,6,13,7,9,16,9,14,10,16,19,14,11,10,12,13,16,20,13,10,19,17,16,10,7,5,4,6,8,1,7,4,5,5,2,0,1,2,3,0,0,3,,
S01010686,Ross and Cromarty South West - 01,Highland,681,,1,2,7,1,3,1,0,5,3,4,1,10,3,9,6,11,12,5,7,5,3,5,6,12,1,1,4,0,6,2,7,3,9,3,3,5,5,2,4,4,9,3,8,7,9,5,11,8,7,9,16,20,14,15,20,20,18,11,14,19,11,20,10,7,23,17,10,12,12,6,7,11,7,12,7,12,6,10,7,6,8,7,4,2,5,1,2,4,5,1,5,,
S01010687,Ross and Cromarty South West - 02,Highland,845,,6,6,2,2,8,8,8,10,11,6,9,8,10,7,5,7,10,11,18,8,3,9,6,2,4,4,6,5,4,9,7,5,4,8,5,0,13,6,6,10,8,17,12,13,10,13,10,12,10,12,10,10,11,11,11,9,16,14,14,11,14,16,16,18,11,18,17,28,17,17,12,12,14,11,19,3,15,4,6,7,9,4,9,5,8,0,4,6,1,0,14,,
S01010688,Ross and Cromarty South West - 03,Highland,670,,11,5,3,5,4,1,2,5,4,1,4,2,4,3,2,6,8,2,3,4,0,5,5,5,5,3,9,2,6,7,3,3,10,8,5,6,6,5,8,0,8,7,4,9,10,6,6,12,5,5,11,11,19,15,15,17,10,14,12,17,12,19,17,19,21,11,6,13,9,9,14,13,13,13,14,12,11,6,10,6,5,2,2,4,4,0,0,4,2,0,6,,
S01010689,Ross and Cromarty South West - 04,Highland,795,,3,7,11,5,6,4,11,8,7,5,6,6,2,5,8,5,3,3,4,1,3,4,6,1,1,6,4,3,8,4,4,3,5,5,10,11,3,6,4,4,8,4,3,8,11,11,5,6,11,14,9,16,18,7,13,10,14,8,16,13,17,21,21,10,12,7,26,17,19,25,22,21,15,10,5,12,9,17,6,4,11,6,7,7,8,10,10,5,4,7,14,,
S01010690,Ross and Cromarty North West - 01,Highland,682,,7,8,4,7,4,5,6,8,6,7,5,7,9,9,7,9,15,7,7,6,10,11,2,6,7,6,4,2,9,9,8,4,3,6,10,9,9,10,4,8,8,3,5,8,6,9,14,13,5,12,14,11,10,8,19,11,16,14,6,1,10,12,8,8,14,7,13,9,2,10,9,13,9,5,5,7,6,3,0,4,3,8,5,6,6,6,5,3,2,5,6,,
S01010691,Ross and Cromarty North West - 02,Highland,767,,5,3,2,7,7,2,5,4,11,6,7,9,8,12,9,6,10,14,12,7,3,6,5,7,1,5,0,1,3,6,1,11,10,6,7,8,4,10,5,8,7,8,6,9,4,6,22,8,12,16,12,15,18,21,9,19,12,14,17,13,20,12,10,14,21,14,10,12,15,24,9,12,10,7,12,10,8,7,5,8,2,6,4,2,1,2,2,2,3,0,2,,
S01010692,Ross and Cromarty North West - 03,Highland,690,,3,4,9,5,6,4,8,3,9,6,12,7,11,6,6,8,13,6,9,9,7,6,11,8,3,3,6,11,4,13,11,6,6,9,6,4,4,4,8,7,11,6,5,10,13,13,14,8,11,15,19,12,11,15,16,11,14,16,14,13,11,12,9,6,9,6,8,3,6,1,8,1,4,5,8,4,3,3,4,3,5,3,3,3,1,5,4,1,6,6,11,,
S01010693,Ross and Cromarty North West - 04,Highland,509,,2,3,5,4,4,2,4,3,7,5,3,4,3,6,2,12,7,8,5,2,4,5,6,5,4,4,4,4,5,5,1,2,6,2,6,0,6,2,1,2,3,3,6,6,7,7,8,10,9,9,6,9,8,21,6,10,12,7,7,13,15,4,12,11,5,10,7,5,3,13,13,11,5,9,3,9,2,4,2,8,3,4,0,3,3,2,2,2,1,2,4,,
S01010694,Ross and Cromarty North West - 05,Highland,572,,2,4,4,1,12,4,1,3,1,2,3,1,5,3,4,4,4,4,7,0,0,3,7,1,4,7,3,6,7,1,3,3,4,7,7,1,4,7,4,2,6,3,2,4,7,0,8,4,1,6,2,11,8,10,9,14,10,10,12,12,10,7,12,8,10,14,13,18,18,14,13,3,4,14,12,10,10,5,5,10,8,5,7,8,11,7,6,1,4,3,13,,
S01010695,Ross and Cromarty Central - 01,Highland,756,,2,6,7,3,4,5,9,8,3,9,11,10,3,6,8,8,11,4,11,10,0,11,5,10,11,7,4,4,3,2,6,1,5,4,9,7,8,10,9,8,6,10,9,13,6,11,10,14,8,13,15,11,12,18,13,11,18,19,8,14,15,14,11,11,14,10,10,13,15,10,7,7,12,15,10,7,3,5,6,4,6,5,7,11,2,4,4,3,2,2,10,,
S01010696,Ross and Cromarty Central - 02,Highland,995,,8,8,10,4,9,17,5,12,14,8,15,5,14,5,7,19,7,22,13,18,8,9,12,4,14,4,16,8,7,11,7,20,10,19,5,15,7,10,2,11,9,9,16,7,16,7,12,18,13,16,16,27,19,16,17,18,13,15,24,14,9,6,7,10,11,17,13,7,12,13,8,16,4,10,12,11,10,7,7,4,9,6,7,8,3,8,6,8,5,3,17,,
S01010697,Ross and Cromarty Central - 03,Highland,"1,128",,6,10,6,7,9,11,5,9,18,20,15,9,22,7,11,16,7,12,15,23,9,4,7,10,14,8,7,5,13,3,9,7,10,4,13,11,13,7,5,6,10,10,13,11,20,15,29,17,27,19,18,27,26,30,17,10,23,26,17,16,19,18,19,12,11,13,11,13,15,20,17,14,16,20,19,13,10,12,9,5,11,12,3,8,7,7,0,2,4,1,3,,
S01010698,Ross and Cromarty Central - 04,Highland,817,,4,9,10,7,8,7,7,7,12,9,10,12,7,11,14,13,8,16,10,14,6,10,6,7,3,3,7,6,2,9,5,9,9,6,8,7,8,8,8,7,7,6,8,7,14,12,18,9,13,16,9,14,18,18,14,11,14,14,11,16,20,14,13,14,10,5,12,12,7,8,14,12,13,13,11,6,7,7,7,4,5,4,3,3,4,2,3,3,0,3,0,,
S01010699,Ross and Cromarty East - 01,Highland,589,,4,6,3,5,6,4,5,6,10,5,8,2,9,5,13,5,6,11,7,7,7,2,6,3,6,4,5,6,2,3,11,2,2,5,8,12,7,6,10,10,4,8,3,7,5,9,13,13,9,16,5,16,9,10,9,5,5,12,11,16,10,6,17,5,12,6,14,6,7,7,6,6,11,3,9,2,5,1,6,2,3,3,2,2,2,0,2,0,0,1,4,,
S01010700,Ross and Cromarty East - 02,Highland,603,,4,3,6,5,10,8,5,6,8,8,6,6,6,3,2,8,5,12,6,9,6,8,4,6,11,2,9,1,3,3,2,7,8,1,10,2,2,8,2,3,6,13,16,9,9,12,5,7,16,6,11,11,12,7,11,8,11,7,4,11,9,9,6,11,9,6,13,17,8,10,14,14,6,4,3,7,5,5,5,4,2,2,4,3,1,2,1,0,2,0,5,,
S01010701,Ross and Cromarty East - 03,Highland,"1,030",,12,12,11,11,8,12,14,9,10,17,17,12,10,8,17,13,13,14,14,19,14,7,14,10,3,8,16,5,16,10,8,19,6,10,11,13,9,13,10,10,11,17,7,11,4,9,12,18,13,13,24,27,19,7,19,10,13,21,10,16,24,15,14,8,18,14,18,16,9,9,11,15,8,13,8,8,5,11,11,5,1,7,2,8,6,3,0,3,3,1,10,,
S01010702,Ross and Cromarty East - 04,Highland,999,,3,7,9,3,7,5,8,7,9,10,5,12,5,7,7,8,7,7,15,7,6,9,11,5,4,14,9,1,7,3,9,15,4,11,13,11,11,7,20,4,10,13,13,7,12,12,8,10,14,17,7,16,13,20,18,8,21,12,16,21,13,14,24,19,10,18,22,14,16,22,30,15,13,15,13,16,11,9,9,1,10,7,6,6,12,6,10,8,8,4,28,,
S01010703,Muir of Ord - 01,Highland,871,,6,13,14,4,10,8,7,5,7,6,4,6,9,5,15,9,3,12,7,7,7,8,12,5,6,4,8,11,6,4,8,9,7,5,7,8,6,16,13,4,8,12,5,3,6,14,10,20,13,12,11,19,15,22,14,15,11,13,27,9,18,18,13,24,13,19,8,10,14,17,14,13,9,14,7,10,12,7,14,5,11,3,4,8,3,3,1,1,2,1,5,,
S01010704,Muir of Ord - 02,Highland,615,,10,4,4,7,5,6,6,5,5,6,8,8,12,8,4,12,3,9,8,4,4,7,2,4,8,6,3,5,1,9,6,8,4,6,7,6,7,5,12,8,8,6,3,8,7,8,9,10,8,14,6,13,6,9,7,15,8,4,4,13,12,5,9,9,7,5,7,5,8,11,6,12,9,7,9,4,8,6,11,2,6,4,3,1,7,5,1,3,3,2,10,,
S01010705,Muir of Ord - 03,Highland,"1,179",,12,17,19,15,13,17,10,17,11,12,8,12,12,9,17,17,21,11,16,18,7,9,14,7,18,11,14,9,9,15,21,20,19,21,17,15,17,16,21,7,10,14,19,19,14,16,18,23,22,17,14,26,16,27,18,18,14,12,10,10,18,8,9,15,16,12,19,11,7,13,13,9,11,14,10,10,6,7,11,6,7,8,5,4,4,4,2,3,1,4,4,,
